마감 기준:,"2021
25/12","2020
26/12","2019
28/12","2018
29/12"
총매출,79474,70372,67161,64661
매출,79474,70372,67161,64661
기타 매출 총계,-,-,-,-
총매출원가,37045,31735,29983,29378
총 이익,42429,38637,37178,35283
총 영업비용,68334,60517,57145,54551
판매/일반/관리 비용 총계,30302,27323,25808,24137
연구 및 개발,752,719,711,680
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-20,-9,-55,9
특별비용(수익),255,749,698,347
기타 영업비용 총계,-,-,-,-
영업 이익,11140,9855,10016,10110
영업외이자수익(비용) 순계,-1863,-1128,-935,-1219
자산처분이익(손실),-,-,-,-
기타비용 순계,544,342,231,298
세전당기순이익,9821,9069,9312,9189
소득세충당금,1952,1894,1967,-3342
세후당기순이익,7869,7175,7345,12531
소액주주지분,-61,-55,-39,-44
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,7808,7120,7306,12487
특별손익항목 총계,-190,-,8,28
순이익,7618,7120,7314,12515
당기순이익에 대한 조정 총계,-,-,-,-2
특별손익항목 제외 보통주주 분배 가능 이익,7808,7120,7306,12485
희석화에 따른 조정,-,-,-,2
희석 당기순이익,7618,7120,7314,12515
희석된 가중 평균 주식,1389,1392,1407,1425
특별손익항목 제외 희석주당순이익,5.62,5.11,5.19,8.76
주당배당금 - 발행 보통주,4.25,4.02,3.79,3.59
희석 정상주당순이익,5.86,6.29,5.77,8.92
