마감 기준:,"2021
01/10","2020
02/10","2019
27/09","2018
28/09"
총매출,5109.1,3355.7,3376.8,3868
매출,5109.1,3355.7,3376.8,3868
기타 매출 총계,-,-,-,-
총매출원가,2596.7,1742.8,1773,1917.3
총 이익,2512.4,1612.9,1603.8,1950.7
총 영업비용,3496.4,2463.9,2424.8,2548.7
판매/일반/관리 비용 총계,322.5,231.4,198.3,207.8
연구 및 개발,532.3,464.1,424.1,404.5
감가상각/무형자산상각,36,11.8,22.6,18.3
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),8.9,13.8,6.8,0.8
기타 영업비용 총계,-,-,-,-
영업 이익,1612.7,891.8,952,1319.3
영업외이자수익(비용) 순계,-13.4,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-0.6,-0.1,9,12.8
세전당기순이익,1598.7,891.7,961,1332.1
소득세충당금,100.4,76.7,99.3,170.8
세후당기순이익,1498.3,815,861.7,1161.3
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1498.3,815,861.7,1161.3
특별손익항목 총계,-,-0.2,-8.1,-242.9
순이익,1498.3,814.8,853.6,918.4
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1498.3,815,861.7,1161.3
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1498.3,814.8,853.6,918.4
희석된 가중 평균 주식,167,169.9,174.5,183.2
특별손익항목 제외 희석주당순이익,8.97,4.8,4.94,6.34
주당배당금 - 발행 보통주,2.06,1.82,1.58,1.34
희석 정상주당순이익,9.02,4.87,4.97,6.34
