마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,276094,245510,254616,247837
매출,276094,245510,254616,247837
기타 매출 총계,-,-,-,-
총매출원가,215315,191930,198418,193228
총 이익,60779,53580,56198,54609
총 영업비용,243945,231289,225703,219214
판매/일반/관리 비용 총계,18843,19809,19322,18238
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,4172,4083,3961,3853
특별비용(수익),-,10671,-,-
기타 영업비용 총계,5615,4796,4002,3895
영업 이익,32149,14221,28913,28623
영업외이자수익(비용) 순계,79537,41472,73783,-24622
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,111686,55693,102696,4001
소득세충당금,20879,12440,20904,-19
세후당기순이익,90807,43253,81792,4020
소액주주지분,-1012,-732,-375,-301
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,89795,42521,81417,3719
특별손익항목 총계,-,-,-,302
순이익,89795,42521,81417,4021
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,89795,42521,81417,3719
희석화에 따른 조정,-,-,-,-
희석 당기순이익,89795,42521,81417,4021
희석된 가중 평균 주식,1.51,1.59,1.63,1.64
특별손익항목 제외 희석주당순이익,59459.8,26667.81,49828.45,2262.45
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,59459.8,31865.43,49828.45,2262.45
