마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,7656.1,6090.3,5764.6,5485.1
매출,7656.1,6090.3,5764.6,5485.1
기타 매출 총계,-,-,-,-
총매출원가,4903.4,3915.5,3708.1,3515.6
총 이익,2752.7,2174.8,2056.5,1969.5
총 영업비용,6565.7,5288.9,5066.1,4889.9
판매/일반/관리 비용 총계,1279.7,1233.9,1204.7,1191.9
연구 및 개발,65.6,49.9,48.2,50.3
감가상각/무형자산상각,64.1,42,41.4,36.1
영업이자비용(수익) 순계,-,-,-,-2
특별비용(수익),252.9,47.6,63.7,98
기타 영업비용 총계,-,-,-,-
영업 이익,1090.4,801.4,698.5,595.2
영업외이자수익(비용) 순계,-95.4,-75.7,-93.9,-65
자산처분이익(손실),-,-,-,-
기타비용 순계,10.1,5.1,-29.3,6.8
세전당기순이익,1005.1,730.8,575.3,537
소득세충당금,232.7,168.8,144,141.5
세후당기순이익,772.4,562,431.3,395.5
소액주주지분,-,-1.3,0.6,-0.2
관계회사 주식,-,-7.6,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,772.4,553.1,431.9,395.3
특별손익항목 총계,-,-,-,-5.7
순이익,772.4,553.1,431.9,389.6
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,772.4,553.1,431.9,395.3
희석화에 따른 조정,-,-,0.48,-
희석 당기순이익,772.4,553.1,431.9,389.6
희석된 가중 평균 주식,139.5,140.2,141.3,146.4
특별손익항목 제외 희석주당순이익,5.54,3.95,3.06,2.7
주당배당금 - 발행 보통주,1.04,0.96,0.88,0.8
희석 정상주당순이익,6.93,4.21,3.43,3.19
