마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,26013,26153,25110,25364
매출,26013,26153,25110,25364
기타 매출 총계,-,-,-,-
총매출원가,11969,12669,12397,12898
총 이익,14044,13484,12713,12466
총 영업비용,15250,18020,24855,16282
판매/일반/관리 비용 총계,2229,1644,2128,2643
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,38
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),1052,3707,10330,741
기타 영업비용 총계,-,-,-,-
영업 이익,10763,8133,255,9082
영업외이자수익(비용) 순계,-7141,-1320,445,225
자산처분이익(손실),-,-,-,-
기타비용 순계,202,77,66,34
세전당기순이익,3824,6890,766,9341
소득세충당금,1349,2413,1980,2186
세후당기순이익,2475,4477,-1214,7155
소액주주지분,-,13,5,-4
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2475,4490,-1209,7151
특별손익항목 총계,-,-23,-84,-188
순이익,2475,4467,-1293,6963
당기순이익에 대한 조정 총계,-11,-8,-7,-8
특별손익항목 제외 보통주주 분배 가능 이익,2464,4482,-1216,7143
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2464,4459,-1300,6955
희석된 가중 평균 주식,1845,1859,1869,1888
특별손익항목 제외 희석주당순이익,1.34,2.41,-0.65,3.78
주당배당금 - 발행 보통주,3.52,3.4,4.08,2.86
희석 정상주당순이익,1.7,3.71,2.98,4.08
