마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6584,5652,5597,5688
매출,6584,5652,5597,5688
기타 매출 총계,-,-,-,-
총매출원가,3418,2965,2783,3030
총 이익,3166,2687,2814,2658
총 영업비용,4446,4151,3667,3392
판매/일반/관리 비용 총계,1053,1028,917,887
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-14,-18,-1,1
특별비용(수익),-11,171,-32,-526
기타 영업비용 총계,2,5,4,7
영업 이익,2138,1501,1930,2296
영업외이자수익(비용) 순계,-458,-469,-553,-443
자산처분이익(손실),-,-,-,-
기타비용 순계,-6,-12,-4,-14
세전당기순이익,1674,1020,1373,1839
소득세충당금,99,116,79,363
세후당기순이익,1575,904,1294,1476
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1575,904,1294,1476
특별손익항목 총계,-,-,-,66
순이익,1575,904,1294,1542
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1575,904,1294,1476
희석화에 따른 조정,-,-,1.82,-
희석 당기순이익,1575,904,1294,1542
희석된 가중 평균 주식,302,307,313,329
특별손익항목 제외 희석주당순이익,5.22,2.94,4.13,4.49
주당배당금 - 발행 보통주,2,1.88,1.68,1.44
희석 정상주당순이익,5.22,3.98,4.01,2.61
