마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,23222.9,19207.8,21364.4,21025.2
매출,23222.9,19207.8,21364.4,21025.2
기타 매출 총계,-,-,-,-
총매출원가,10642.7,9455.7,10185,10239.2
총 이익,12580.2,9752.1,11179.4,10786
총 영업비용,12866.9,11883.8,12294.6,12202.6
판매/일반/관리 비용 총계,2377.8,2245,1966.9,2200.6
연구 및 개발,-,-,-,-
감가상각/무형자산상각,329.7,300.6,262.5,-
영업이자비용(수익) 순계,-177,-117.4,-153.8,-151.9
특별비용(수익),-306,-0.1,34,-85.3
기타 영업비용 총계,-0.3,-117.5,0.1,-
영업 이익,10356,7324,9069.8,8822.6
영업외이자수익(비용) 순계,-1213.8,-1197.1,-1036.9,-982.2
자산처분이익(손실),-,-,-,-
기타비용 순계,-14.3,13.8,-14.8,-24.3
세전당기순이익,9127.9,6140.7,8018.1,7816.1
소득세충당금,1582.7,1410.2,1908.7,1816.8
세후당기순이익,7545.2,4730.5,6109.4,5999.3
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,7545.2,4730.5,6109.4,5999.3
특별손익항목 총계,-,-,-84,-75
순이익,7545.2,4730.5,6025.4,5924.3
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,7545.2,4730.5,6109.4,5999.3
희석화에 따른 조정,-,-,-,-
희석 당기순이익,7545.2,4730.5,6025.4,5924.3
희석된 가중 평균 주식,751.8,750.1,764.9,785.6
특별손익항목 제외 희석주당순이익,10.04,6.31,7.99,7.64
주당배당금 - 발행 보통주,5.25,5.04,4.73,4.19
희석 정상주당순이익,9.7,6.31,8.02,7.55
