마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,7329,6418,6845,6873
매출,7021,6189,6376,6464
기타 매출 총계,308,229,469,409
총매출원가,2477,2133,2340,2530
총 영업비용,6183,5204,5606,5711
연료비,593,375,493,528
운영 및 유지,1610,1280,1448,1417
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1114,1043,992,933
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,16,-,-
기타 영업비용 총계,389,357,333,303
영업 이익,1146,1214,1239,1162
영업외이자수익(비용) 순계,-487,-489,-502,-438
자산처분이익(손실),-,-,-,-
기타비용 순계,156,78,82,44
세전당기순이익,823,809,829,774
소득세충당금,145,150,178,145
세후당기순이익,678,659,651,629
소액주주지분,23,3,-2,-2
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,701,662,649,627
특별손익항목 총계,652,93,31,30
순이익,1353,755,680,657
당기순이익에 대한 조정 총계,-5,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,696,662,649,627
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1348,755,680,657
희석된 가중 평균 주식,289.5,286.3,284.3,282.9
특별손익항목 제외 희석주당순이익,2.4,2.31,2.28,2.22
주당배당금 - 발행 보통주,1.74,1.63,1.53,1.43
희석 정상주당순이익,2.4,2.36,2.28,2.22
