마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1906.71,1681.3,1515.89,1293.64
매출,1906.71,1681.3,1515.89,1293.64
기타 매출 총계,-,-,-,-
총매출원가,257.98,225.26,166.27,155.88
총 이익,1648.73,1456.03,1349.62,1137.75
총 영업비용,1393.44,1184.94,1000.85,817.06
판매/일반/관리 비용 총계,715.38,587.71,521.2,413.58
연구 및 개발,404.87,355.37,298.21,233.8
감가상각/무형자산상각,15.21,16.6,15.17,13.79
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,513.27,496.36,515.04,476.57
영업외이자수익(비용) 순계,2.62,-2.46,7.16,10.51
자산처분이익(손실),-,-,-,-
기타비용 순계,-0.54,0.03,0.39,0.01
세전당기순이익,515.35,493.93,522.58,487.08
소득세충당금,60.73,60.04,73.09,66.81
세후당기순이익,454.63,433.89,449.5,420.27
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,454.63,433.89,449.5,420.27
특별손익항목 총계,-,-,1.8,-0.9
순이익,454.63,433.89,451.3,419.38
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,454.63,433.89,449.5,420.27
희석화에 따른 조정,-,-,-,-
희석 당기순이익,454.63,433.89,451.3,419.38
희석된 가중 평균 주식,88.1,87.29,85.92,85.91
특별손익항목 제외 희석주당순이익,5.16,4.97,5.23,4.89
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,5.16,4.97,5.23,4.89
