마감 기준:,"2021
02/07","2020
03/07","2019
28/06","2018
29/06"
총매출,16922,16736,16569,20647
매출,16922,16736,16569,20647
기타 매출 총계,-,-,-,-
총매출원가,12349,12887,12672,12942
총 이익,4573,3849,3897,7705
총 영업비용,15702,16401,16482,17030
판매/일반/관리 비용 총계,1105,1153,1317,1473
연구 및 개발,2243,2261,2182,2402
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-2
특별비용(수익),5,100,311,215
기타 영업비용 총계,-,-,-,-
영업 이익,1220,335,87,3617
영업외이자수익(비용) 순계,-319,-385,-412,-616
자산처분이익(손실),-,-,-,-
기타비용 순계,26,4,38,-916
세전당기순이익,927,-46,-287,2085
소득세충당금,106,204,348,-95
세후당기순이익,821,-250,-635,2180
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,821,-250,-635,2180
특별손익항목 총계,-,-,-119,-1505
순이익,821,-250,-754,675
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,821,-250,-635,2180
희석화에 따른 조정,-,-,-,-
희석 당기순이익,821,-250,-754,675
희석된 가중 평균 주식,309,298,292,307
특별손익항목 제외 희석주당순이익,2.66,-0.84,-2.17,7.1
주당배당금 - 발행 보통주,-,2,2,2
희석 정상주당순이익,2.67,-0.62,-1.48,7.56
