마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,11618.8,11550.6,11388.48,11404.85
매출,11618.8,11550.6,11388.48,11404.85
기타 매출 총계,-,-,-,-
총매출원가,7972.41,7988.61,7914.48,8195.51
총 이익,3646.38,3561.99,3473.99,3209.34
총 영업비용,9821.43,9944.99,9778.56,9879.03
판매/일반/관리 비용 총계,1195.34,1247.58,1103.31,1128.15
연구 및 개발,-,-,-,-
감가상각/무형자산상각,680.62,630.43,615.15,591.03
영업이자비용(수익) 순계,-26.94,-26.92,-12.68,4.48
특별비용(수익),-,105.27,158.29,-40.16
기타 영업비용 총계,-,-,-,-
영업 이익,1797.37,1605.61,1609.91,1525.82
영업외이자수익(비용) 순계,-285.25,-304.11,-443.82,-487.44
자산처분이익(손실),-,-,-,-
기타비용 순계,6.38,16.76,29.35,10.09
세전당기순이익,1518.49,1318.26,1195.44,1048.48
소득세충당금,306.73,313.93,279.63,258.4
세후당기순이익,1211.76,1004.33,915.81,790.08
소액주주지분,-233.31,-221.03,-210.31,-173.65
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,978.45,783.29,705.5,616.43
특별손익항목 총계,-,-9.65,105.48,-457.04
순이익,978.45,773.64,810.98,159.39
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,978.45,783.29,705.5,616.43
희석화에 따른 조정,-,-,-,-
희석 당기순이익,978.45,773.64,810.98,159.39
희석된 가중 평균 주식,109.95,122.62,153.81,172.36
특별손익항목 제외 희석주당순이익,8.9,6.39,4.59,3.58
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,8.9,7.04,5.38,3.4
