마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,14082,11303,11503,11290
매출,14082,11303,11503,11290
기타 매출 총계,-,-,-,-
총매출원가,9019,7772,7468,6829
총 이익,5063,3531,4035,4461
총 영업비용,11970,10296,10197,9715
판매/일반/관리 비용 총계,1827,1747,1585,1781
연구 및 개발,995,1154,1031,993
감가상각/무형자산상각,129,121,113,94
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-498,130,18
기타 영업비용 총계,-,-,-,-
영업 이익,2112,1007,1306,1575
영업외이자수익(비용) 순계,100,-324,86,144
자산처분이익(손실),-,-,-,-
기타비용 순계,185,-60,-176,-216
세전당기순이익,2397,623,1216,1503
소득세충당금,491,111,256,437
세후당기순이익,1906,512,960,1066
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1906,512,960,1066
특별손익항목 총계,-,-,-,-
순이익,1906,512,960,1066
당기순이익에 대한 조정 총계,-827,-98,-98,-98
특별손익항목 제외 보통주주 분배 가능 이익,1079,414,862,968
희석화에 따른 조정,-,-,98,98
희석 당기순이익,1079,414,960,1066
희석된 가중 평균 주식,844,772,899,941
특별손익항목 제외 희석주당순이익,1.28,0.54,1.07,1.13
주당배당금 - 발행 보통주,0.96,0.88,0.8,0.72
희석 정상주당순이익,1.58,1.29,1.49,1.27
