마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5586.7,4913.4,5147.8,4275.9
매출,-,-,-,-
기타 매출 총계,5586.7,4913.4,5147.8,4275.9
총매출원가,-,-,-,-
총 영업비용,4231.8,3769.5,3962,3342.3
연료비,1557,1099,1265,1078.7
운영 및 유지,1092.7,1096.7,1186.6,1115.8
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,896.4,880.1,861.7,618.8
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),14.8,66.3,31.9,-
기타 영업비용 총계,670.9,627.4,616.8,529
영업 이익,1354.9,1143.9,1185.8,933.6
영업외이자수익(비용) 순계,-312.7,-373.1,-363,-270.8
자산처분이익(손실),-,-,-,-
기타비용 순계,-41.1,-46.9,-50,-63.2
세전당기순이익,1001.1,723.9,772.8,599.6
소득세충당금,117.4,102.2,97,59
세후당기순이익,883.7,621.7,675.8,540.6
소액주주지분,-12.2,-11.7,-15.7,-10.2
관계회사 주식,8.2,8.3,9.8,5.4
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,879.7,618.3,669.9,535.8
특별손익항목 총계,-,-,-,-
순이익,879.7,618.3,669.9,535.8
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,879.7,618.3,669.9,535.8
희석화에 따른 조정,-,-,-,-
희석 당기순이익,879.7,618.3,669.9,535.8
희석된 가중 평균 주식,229.6,227.5,239.9,214.1
특별손익항목 제외 희석주당순이익,3.83,2.72,2.79,2.5
주당배당금 - 발행 보통주,2.14,2.02,1.9,1.66
희석 정상주당순이익,3.89,2.97,2.91,3.13
