마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2888.62,2765.69,2960.56,2717.08
매출,2888.62,2765.69,2960.56,2717.08
기타 매출 총계,-,-,-,-
총매출원가,1046.64,1041.97,1094.4,1022.6
총 이익,1841.98,1723.72,1866.16,1694.47
총 영업비용,1965.76,1860.36,1968.5,1819.88
판매/일반/관리 비용 총계,151.57,133.11,140.78,121.72
연구 및 개발,-,-,-,-
감가상각/무형자산상각,717.34,683.75,677.76,645.65
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),50.22,1.53,55.56,29.91
기타 영업비용 총계,-,-,-,-
영업 이익,922.86,905.32,992.06,897.2
영업외이자수익(비용) 순계,-414.59,-505.61,-340.77,-366.99
자산처분이익(손실),123.66,618.98,0.71,182.36
기타비용 순계,-,-,-,-
세전당기순이익,631.93,1018.69,652,712.56
소득세충당금,-,-,-,-
세후당기순이익,631.93,1018.69,652,712.56
소액주주지분,-126.74,-145.96,-130.47,-129.72
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,505.19,872.73,521.53,582.85
특별손익항목 총계,-,-,-,-
순이익,505.19,872.73,521.53,582.85
당기순이익에 대한 조정 총계,-8.97,-10.5,-10.5,-10.5
특별손익항목 제외 보통주주 분배 가능 이익,496.22,862.23,511.03,572.35
희석화에 따른 조정,-,-,-,-
희석 당기순이익,496.22,862.23,511.03,572.35
희석된 가중 평균 주식,156.38,155.52,154.88,154.68
특별손익항목 제외 희석주당순이익,3.17,5.54,3.3,3.7
주당배당금 - 발행 보통주,3.92,3.92,3.8,3.35
희석 정상주당순이익,2.7,1.57,3.65,2.71
