마감 기준:,"2022
01/01","2021
02/01","2019
28/12","2018
29/12"
총매출,14181,13770,13578,13547
매출,14181,13770,13578,13547
기타 매출 총계,-,-,-,-
총매출원가,9576,9031,9235,8910
총 이익,4605,4739,4343,4637
총 영업비용,12429,12001,12182,11841
판매/일반/관리 비용 총계,2665,2800,2755,2793
연구 및 개발,134,135,144,154
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,27,6,-75,3
특별비용(수익),27,29,123,-19
기타 영업비용 총계,-,-,-,-
영업 이익,1752,1769,1396,1706
영업외이자수익(비용) 순계,-211,-260,-264,-271
자산처분이익(손실),-,-,-,-
기타비용 순계,425,92,173,-106
세전당기순이익,1966,1601,1305,1329
소득세충당금,474,291,321,192
세후당기순이익,1492,1310,984,1137
소액주주지분,-7,-13,-17,-8
관계회사 주식,3,-14,-7,196
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1488,1283,960,1325
특별손익항목 총계,-,-32,-,11
순이익,1488,1251,960,1336
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1488,1283,960,1325
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1488,1251,960,1336
희석된 가중 평균 주식,343.65,345,343,348
특별손익항목 제외 희석주당순이익,4.33,3.72,2.8,3.81
주당배당금 - 발행 보통주,2.31,2.28,2.26,2.2
희석 정상주당순이익,4.47,3.87,3.43,3.76
