마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,9910,8168,8023,7476
매출,9910,8168,8023,7476
기타 매출 총계,-,-,-,-
총매출원가,392,370,462,368
총 이익,9518,7798,7561,7108
총 영업비용,8119,7116,6648,6165
판매/일반/관리 비용 총계,7242,6111,5877,5538
연구 및 개발,-,-,-,-
감가상각/무형자산상각,113,106,-,-
영업이자비용(수익) 순계,-,-,-5,-8
특별비용(수익),117,286,15,4
기타 영업비용 총계,255,243,299,263
영업 이익,1791,1052,1375,1311
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1791,1052,1375,1311
소득세충당금,388,234,341,349
세후당기순이익,1403,818,1034,962
소액주주지분,-,-,-,5.78
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1403,818,1034,962
특별손익항목 총계,-,-,-,-105
순이익,1403,818,1034,857
당기순이익에 대한 조정 총계,-,-1,-2,-1
특별손익항목 제외 보통주주 분배 가능 이익,1403,817,1032,961
희석화에 따른 조정,-,-,-,0.03
희석 당기순이익,1403,817,1032,856
희석된 가중 평균 주식,211.2,210.3,216,148.8
특별손익항목 제외 희석주당순이익,6.64,3.88,4.78,6.46
주당배당금 - 발행 보통주,1.03,0.97,0.88,1.02
희석 정상주당순이익,7.06,4.94,4.83,6.48
