마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,23113,20375,21419,23495
매출,22405,19694,20664,22256
기타 매출 총계,708,681,755,1239
총매출원가,2954,2098,2570,3316
총 영업비용,19422,15696,13683,19304
연료비,4010,2967,3622,4637
운영 및 유지,6088,5413,5600,5889
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,3565,3518,3038,3131
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),1515,466,-2377,1016
기타 영업비용 총계,1290,1234,1230,1315
영업 이익,3691,4679,7736,4191
영업외이자수익(비용) 순계,-1761,-1668,-1574,-1694
자산처분이익(손실),-,-,-,-
기타비용 순계,456,336,252,114
세전당기순이익,2576,3496,6542,2749
소득세충당금,267,393,1798,479
세후당기순이익,2309,3103,4744,2270
소액주주지분,99,31,10,-58
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2408,3134,4754,2212
특별손익항목 총계,-,-,-,30
순이익,2408,3134,4754,2242
당기순이익에 대한 조정 총계,-15,-15,-15,-16
특별손익항목 제외 보통주주 분배 가능 이익,2393,3119,4739,2196
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2393,3119,4739,2226
희석된 가중 평균 주식,1068,1065,1054,1025
특별손익항목 제외 희석주당순이익,2.24,2.93,4.5,2.14
주당배당금 - 발행 보통주,2.62,2.54,2.46,2.38
희석 정상주당순이익,3.51,3.32,2.86,2.96
