마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,25979,25424,23362,23747
매출,25979,25424,23362,23747
기타 매출 총계,-,-,-,-
총매출원가,6454,6159,4356,4101
총 이익,19525,19265,19006,19646
총 영업비용,18340,16285,13688,13404
판매/일반/관리 비용 총계,6873,5730,5150,5332
연구 및 개발,4819,4207,4116,3737
감가상각/무형자산상각,626,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,47,292
기타 영업비용 총계,194,189,19,-58
영업 이익,7639,9139,9674,10343
영업외이자수익(비용) 순계,-1197,-1006,-536,-798
자산처분이익(손실),-,-,-,-
기타비용 순계,259,-,-,-
세전당기순이익,6701,8133,9138,9545
소득세충당금,808,869,1296,1151
세후당기순이익,5893,7264,7842,8394
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,5893,7264,7842,8394
특별손익항목 총계,-,-,-,-
순이익,5893,7264,7842,8394
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,5893,7264,7842,8394
희석화에 따른 조정,-,-,-,-
희석 당기순이익,5893,7264,7842,8394
희석된 가중 평균 주식,573,590,609,665
특별손익항목 제외 희석주당순이익,10.28,12.31,12.88,12.62
주당배당금 - 발행 보통주,7.04,6.4,5.8,5.28
희석 정상주당순이익,10.28,12.31,12.94,13.01
