마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,8171,7414,7887,7343
매출,8171,7414,7887,7343
기타 매출 총계,-,-,-,-
총매출원가,4131,3806,3956,3863
총 이익,4040,3608,3931,3480
총 영업비용,6522,6091,6370,6087
판매/일반/관리 비용 총계,1353,1293,1403,1254
연구 및 개발,734,686,687,637
감가상각/무형자산상각,236,215,208,188
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),70,90,115,88
기타 영업비용 총계,-2,1,1,57
영업 이익,1649,1323,1517,1256
영업외이자수익(비용) 순계,-223,-232,-253,-246
자산처분이익(손실),-,-,-,-
기타비용 순계,126,83,-263,92
세전당기순이익,1552,1174,1001,1102
소득세충당금,302,221,130,212
세후당기순이익,1250,953,871,890
소액주주지분,-5,-4,-3,-3
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1245,949,868,887
특별손익항목 총계,-,-,-,79
순이익,1245,949,868,966
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1245,949,868,887
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1245,949,868,966
희석된 가중 평균 주식,173.6,174.1,175.6,172
특별손익항목 제외 희석주당순이익,7.17,5.45,4.94,5.16
주당배당금 - 발행 보통주,2.84,2.56,2.28,2.08
희석 정상주당순이익,7.53,6.01,5.8,5.85
