마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,7547.06,5984.63,5586.37,4864.98
매출,7547.06,5984.63,5586.37,4864.98
기타 매출 총계,-,-,-,-
총매출원가,5201.1,4397.19,3936,3495.18
총 이익,2345.96,1587.45,1650.37,1369.81
총 영업비용,6742.12,5694.47,5142.41,4606.62
판매/일반/관리 비용 총계,1261.66,1021.77,958.08,815.77
연구 및 개발,-,-,-,-
감가상각/무형자산상각,254.66,238.53,212.78,201.98
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),24.7,36.98,35.55,93.69
기타 영업비용 총계,-,-,-,-
영업 이익,804.94,290.16,443.96,258.37
영업외이자수익(비용) 순계,7.82,3.62,14.33,10.07
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,812.76,293.78,458.29,268.44
소득세충당금,159.78,-61.98,108.13,98.33
세후당기순이익,652.98,355.77,350.16,170.11
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,652.98,355.77,350.16,170.11
특별손익항목 총계,-,-,-,6.45
순이익,652.98,355.77,350.16,176.55
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,652.98,355.77,350.16,170.11
희석화에 따른 조정,-,-,-,-
희석 당기순이익,652.98,355.77,350.16,176.55
희석된 가중 평균 주식,28.51,28.42,28.3,27.96
특별손익항목 제외 희석주당순이익,22.9,12.52,12.38,6.08
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,23.6,13.37,13.34,8.21
