마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5533.8,4903.2,4791.1,4732.7
매출,5533.8,4903.2,4791.1,4732.7
기타 매출 총계,-,-,-,-
총매출원가,3852.9,3293.9,3226.3,3230.6
총 이익,1680.9,1609.3,1564.8,1502.1
총 영업비용,4659.5,4115.1,4228.7,4076.4
판매/일반/관리 비용 총계,772.4,772.4,915.5,782.3
연구 및 개발,-,-,-,-
감가상각/무형자산상각,38.8,37.5,28.9,15.7
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-4.6,11.3,58,47.8
기타 영업비용 총계,-,-,-,-
영업 이익,874.3,788.1,562.4,656.3
영업외이자수익(비용) 순계,-164.8,-162.3,-203,-197.1
자산처분이익(손실),-,-,-,-
기타비용 순계,6.7,0.4,10.9,-1.4
세전당기순이익,716.2,626.2,370.3,457.8
소득세충당금,225,142.1,132,83.9
세후당기순이익,491.2,484.1,238.3,373.9
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,491.2,484.1,238.3,373.9
특별손익항목 총계,15.6,18.8,24.7,-180.8
순이익,506.8,502.9,263,193.1
당기순이익에 대한 조정 총계,-,-0.2,-0.5,-0.9
특별손익항목 제외 보통주주 분배 가능 이익,491.2,483.9,237.8,373
희석화에 따른 조정,-,-,0.5,-
희석 당기순이익,506.8,502.7,263,192.2
희석된 가중 평균 주식,152.4,156,155.2,160.2
특별손익항목 제외 희석주당순이익,3.22,3.1,1.54,2.33
주당배당금 - 발행 보통주,0.76,0.64,0.64,0.64
희석 정상주당순이익,3.02,3.71,4.42,2.56
