마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,7985,4435,6491,7348
매출,7985,4435,6491,7348
기타 매출 총계,-,-,-,-
총매출원가,2821,1484,1589,1439
총 이익,5164,2951,4902,5909
총 영업비용,5560,8689,9131,6059
판매/일반/관리 비용 총계,844,687,919,994
연구 및 개발,124,173,186,289
감가상각/무형자산상각,1360,1772,2680,2405
영업이자비용(수익) 순계,-,-,-,384
특별비용(수익),298,4464,3650,824
기타 영업비용 총계,113,109,107,108
영업 이익,2425,-4254,-2640,1289
영업외이자수익(비용) 순계,-316,-650,-422,-401
자산처분이익(손실),-446,-,-,-
기타비용 순계,228,64,54,70
세전당기순이익,1891,-4840,-3008,958
소득세충당금,578,64,674,408
세후당기순이익,1313,-4904,-3682,550
소액주주지분,-340,44,129,-246
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,973,-4860,-3553,304
특별손익항목 총계,-,-,-,-264
순이익,973,-4860,-3553,40
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,973,-4860,-3553,304
희석화에 따른 조정,-,-,-,-
희석 당기순이익,973,-4860,-3553,40
희석된 가중 평균 주식,375,378,377,384
특별손익항목 제외 희석주당순이익,2.59,-12.86,-9.42,0.79
주당배당금 - 발행 보통주,0.14,0.33,1,1
희석 정상주당순이익,3.97,-5.18,-3.13,2.02
