마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,8598,5199,12067,11223
매출,8598,5199,12067,11223
기타 매출 총계,-,-,-,-
총매출원가,1522,1680,2163,1965
총 이익,7076,3519,9904,9258
총 영업비용,8236,7931,11164,10509
판매/일반/관리 비용 총계,4926,3143,6982,6575
연구 및 개발,1074,1010,1226,1122
감가상각/무형자산상각,814,893,735,778
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-100,1205,58,69
기타 영업비용 총계,-,-,-,-
영업 이익,362,-2732,903,714
영업외이자수익(비용) 순계,-419,-413,-140,-227
자산처분이익(손실),-,-,-,-
기타비용 순계,19,-6,12,-2
세전당기순이익,-38,-3151,775,485
소득세충당금,-53,-423,203,87
세후당기순이익,15,-2728,572,398
소액주주지분,-3,116,-7,8
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,12,-2612,565,406
특별손익항목 총계,-,-,-,-
순이익,12,-2612,565,406
당기순이익에 대한 조정 총계,-281,-75,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-269,-2687,565,406
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-269,-2687,565,406
희석된 가중 평균 주식,149.73,141.41,149.88,152.89
특별손익항목 제외 희석주당순이익,-1.8,-19,3.77,2.66
주당배당금 - 발행 보통주,-,0.34,1.32,1.24
희석 정상주당순이익,-2.23,-13.2,4.06,3.03
