마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6268.45,1861.18,11547.97,10787.8
매출,6268.45,1861.18,11547.97,10787.8
기타 매출 총계,-,-,-,-
총매출원가,4095.19,1299.1,8014.48,7524.73
총 이익,2173.26,562.08,3533.49,3263.07
총 영업비용,6602.73,3514.37,11223.12,10517.74
판매/일반/관리 비용 총계,2167.05,1729.74,2767.03,2593.63
연구 및 개발,-,-,-,-
감가상각/무형자산상각,416.28,461.43,417.19,386.53
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-75.79,24.1,24.43,12.84
기타 영업비용 총계,-,-,-,-
영업 이익,-334.28,-1653.19,324.84,270.06
영업외이자수익(비용) 순계,-273.3,-220.55,-137.66,-126.8
자산처분이익(손실),-,-,-,-
기타비용 순계,-3.69,17.08,-2.08,-12.16
세전당기순이익,-611.27,-1856.66,185.1,131.1
소득세충당금,-2.48,-28.88,66.89,40.77
세후당기순이익,-608.79,-1827.79,118.21,90.34
소액주주지분,-42.12,103.25,-48.32,-30.09
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-650.9,-1724.54,69.89,60.25
특별손익항목 총계,-,-,-,-
순이익,-650.9,-1724.54,69.89,60.25
당기순이익에 대한 조정 총계,-19.77,1.18,-74.77,-77.9
특별손익항목 제외 보통주주 분배 가능 이익,-670.67,-1723.36,-4.88,-17.65
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-670.67,-1723.36,-4.88,-17.65
희석된 가중 평균 주식,217.19,212.27,210.08,207.44
특별손익항목 제외 희석주당순이익,-3.09,-8.12,-0.02,-0.09
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,-3.21,-8.08,0.05,-0.04
