마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,46173,27753,34727,39004
매출,46173,27753,34727,39004
기타 매출 총계,-,-,-,-
총매출원가,37397,24359,29267,32530
총 이익,8776,3394,5460,6474
총 영업비용,39400,26194,30611,33773
판매/일반/관리 비용 총계,1255,1140,1199,1129
연구 및 개발,124,113,111,115
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,34,-1
특별비용(수익),624,582,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,6773,1559,4116,5231
영업외이자수익(비용) 순계,-51,-251,4,41
자산처분이익(손실),-,-,-,-
기타비용 순계,64,78,-68,39
세전당기순이익,6786,1386,4052,5311
소득세충당금,1163,-43,648,608
세후당기순이익,5623,1429,3404,4703
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,5623,1429,3404,4703
특별손익항목 총계,-6,-2,-7,-13
순이익,5617,1427,3397,4690
당기순이익에 대한 조정 총계,-7,-7,-7,-8
특별손익항목 제외 보통주주 분배 가능 이익,5616,1422,3397,4695
희석화에 따른 조정,-,-,-,-
희석 당기순이익,5610,1420,3390,4682
희석된 가중 평균 주식,334,334,353,389
특별손익항목 제외 희석주당순이익,16.81,4.26,9.62,12.07
주당배당금 - 발행 보통주,4.44,4.2,4.15,4
희석 정상주당순이익,18.36,5.49,9.62,12.07
