마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,18507,16652,16783,16125
매출,18507,16652,16783,16125
기타 매출 총계,-,-,-,-
총매출원가,11604,10606,10634,9838
총 이익,6903,6046,6149,6287
총 영업비용,15681,14538,14330,13324
판매/일반/관리 비용 총계,3483,3100,2972,3007
연구 및 개발,-,-,-,-
감가상각/무형자산상각,574,552,507,302
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),20,280,217,177
기타 영업비용 총계,-,-,-,-
영업 이익,2826,2114,2453,2801
영업외이자수익(비용) 순계,1,-21,85,-2
자산처분이익(손실),-,-,-,-
기타비용 순계,-,3,5,-2
세전당기순이익,2827,2096,2543,2797
소득세충당금,693,704,643,703
세후당기순이익,2134,1392,1900,2094
소액주주지분,-,-,-,-
관계회사 주식,3,-,-58,2
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2137,1392,1842,2096
특별손익항목 총계,-,-,-,5
순이익,2137,1392,1842,2101
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2137,1392,1842,2096
희석화에 따른 조정,-,-,1,-
희석 당기순이익,2137,1392,1842,2101
희석된 가중 평균 주식,528,541,560,584
특별손익항목 제외 희석주당순이익,4.05,2.57,3.29,3.59
주당배당금 - 발행 보통주,0.96,0.88,0.8,0.8
희석 정상주당순이익,4.08,3.3,4.34,3.82
