마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3758.14,2659.48,2293.8,1842.91
매출,3758.14,2659.48,2293.8,1842.91
기타 매출 총계,-,-,-,-
총매출원가,2483.7,1732.52,1488.2,1186.92
총 이익,1274.45,926.96,805.6,655.99
총 영업비용,3215.83,2280.15,1990.95,1597.15
판매/일반/관리 비용 총계,648.74,484.76,457.43,373.59
연구 및 개발,-,-,-,-
감가상각/무형자산상각,83.39,62.87,45.32,36.64
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,4.35,-
기타 영업비용 총계,-,-,-,-
영업 이익,542.32,379.32,302.85,245.76
영업외이자수익(비용) 순계,-8.92,-0.84,-3.32,4.01
자산처분이익(손실),-,-,-,-
기타비용 순계,-8.78,-,-,-
세전당기순이익,533.39,378.48,299.53,249.77
소득세충당금,51.74,51.32,38.47,39.49
세후당기순이익,481.65,327.16,261.06,210.28
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,481.65,327.16,261.06,210.28
특별손익항목 총계,-,-,-,29.97
순이익,481.65,327.16,261.06,240.26
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,481.65,327.16,261.06,210.28
희석화에 따른 조정,-,-,10.14,-
희석 당기순이익,481.65,327.16,261.06,240.26
희석된 가중 평균 주식,59.06,58.45,57.67,56.67
특별손익항목 제외 희석주당순이익,8.15,5.6,4.53,3.71
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,8.25,5.63,4.58,3.74
