마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2867.4,2719.9,2854,2731.7
매출,2867.4,2719.9,2854,2731.7
기타 매출 총계,-,-,-,-
총매출원가,1662.5,1535.9,1601.7,1558.4
총 이익,1204.9,1184,1252.3,1173.3
총 영업비용,2337.2,2316.4,2319,2205.9
판매/일반/관리 비용 총계,666,613,679.3,647.5
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),8.7,167.5,38,-
기타 영업비용 총계,-,-,-,-
영업 이익,530.2,403.5,535,525.8
영업외이자수익(비용) 순계,-46.1,-50.6,-56.1,-53.1
자산처분이익(손실),-,-,-,-
기타비용 순계,39.9,12.5,-3.7,2.5
세전당기순이익,524,365.4,475.2,475.2
소득세충당금,40.7,50.9,73.1,61.7
세후당기순이익,483.3,314.5,402.1,413.5
소액주주지분,-0.3,-0.2,-0.3,-0.5
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,483,314.3,401.8,413
특별손익항목 총계,-,-,-,21.9
순이익,483,314.3,401.8,434.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,483,314.3,401.8,413
희석화에 따른 조정,-,-,-,-
희석 당기순이익,483,314.3,401.8,434.9
희석된 가중 평균 주식,90.5,92.8,94.3,95.7
특별손익항목 제외 희석주당순이익,5.34,3.39,4.26,4.32
주당배당금 - 발행 보통주,1.44,1.28,1.08,0.84
희석 정상주당순이익,5.43,4.94,4.75,4.36
