마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3952.58,2471.94,2406.8,1966.49
매출,3952.58,2471.94,2406.8,1966.49
기타 매출 총계,-,-,-,-
총매출원가,1017.23,708.71,662.9,518.62
총 이익,2935.36,1763.23,1743.9,1447.87
총 영업비용,2932.78,2084.77,1864.3,1499.93
판매/일반/관리 비용 총계,1708.64,1200.76,1059.65,852.4
연구 및 개발,250.31,175.31,157.36,128.9
감가상각/무형자산상각,-,-,12.4,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-43.4,-,-28.01,-
기타 영업비용 총계,-,-,-,-
영업 이익,1019.8,387.17,542.49,466.56
영업외이자수익(비용) 순계,3.1,3.12,12.48,8.58
자산처분이익(손실),-,-,-,-
기타비용 순계,-10.48,-11.35,7.68,-8.49
세전당기순이익,1012.42,378.95,562.65,466.65
소득세충당금,240.4,-1396.94,112.35,57.72
세후당기순이익,772.02,1775.89,450.3,408.93
소액주주지분,-,-,-,-
관계회사 주식,-,-,-7.53,-8.69
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,772.02,1775.89,442.78,400.24
특별손익항목 총계,-,-,-,-
순이익,772.02,1775.89,442.78,400.24
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,772.02,1775.89,442.78,400.24
희석화에 따른 조정,-,-,-,-
희석 당기순이익,772.02,1775.89,442.78,400.24
희석된 가중 평균 주식,79.67,79.23,80.1,81.36
특별손익항목 제외 희석주당순이익,9.69,22.41,5.53,4.92
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,9.27,22.46,5.29,4.92
