마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5295.58,3936.62,3199.52,2998.1
매출,5295.58,3936.62,3199.52,2998.1
기타 매출 총계,-,-,-,-
총매출원가,3678.49,2805.72,2274.59,2127.92
총 이익,1617.09,1130.9,924.92,870.17
총 영업비용,4462.8,3472.6,2858.27,2684.21
판매/일반/관리 비용 총계,786.81,659.93,583.68,556.28
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-2.5,6.94,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,832.78,464.03,341.25,313.89
영업외이자수익(비용) 순계,-8.64,-12.35,-23.77,-20.9
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,824.14,451.67,317.47,292.99
소득세충당금,173.81,85.23,56.16,58.77
세후당기순이익,650.33,366.44,261.31,234.22
소액주주지분,-,-,-,-
관계회사 주식,0.29,0.29,0.26,0.24
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,650.62,366.74,261.57,234.46
특별손익항목 총계,-,-,-,-
순이익,650.62,366.74,261.57,234.46
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,650.62,366.74,261.57,234.46
희석화에 따른 조정,-,-,-,-
희석 당기순이익,650.62,366.74,261.57,234.46
희석된 가중 평균 주식,40.48,40.87,40.87,41.69
특별손익항목 제외 희석주당순이익,16.07,8.97,6.4,5.62
주당배당금 - 발행 보통주,2.98,2.29,2.1,1.72
희석 정상주당순이익,16,9.16,6.4,5.62
