마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2922.55,2545.63,2311.66,2289.41
매출,2922.55,2545.63,2311.66,2289.41
기타 매출 총계,-,-,-,-
총매출원가,1256.88,1109.7,1050.26,1060.96
총 이익,1665.66,1435.92,1261.4,1228.45
총 영업비용,2433.91,2127.57,2087.8,2388.46
판매/일반/관리 비용 총계,853.47,798.07,810.23,834.48
연구 및 개발,258.36,227.8,196.71,198.9
감가상각/무형자산상각,8.97,-,7.25,7.7
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),65.2,-8,30.6,294.11
기타 영업비용 총계,-,-,-,-
영업 이익,488.63,418.06,223.86,-99.04
영업외이자수익(비용) 순계,4948.84,4491.39,2037.33,607.61
자산처분이익(손실),-,-,-,4.1
기타비용 순계,0.68,-1.81,-0.11,-0.01
세전당기순이익,5438.15,4907.64,2261.08,512.66
소득세충당금,1192.25,1101.37,502.41,196.04
세후당기순이익,4245.9,3806.27,1758.67,316.61
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,4245.9,3806.27,1758.67,316.61
특별손익항목 총계,-,-,-,49
순이익,4245.9,3806.27,1758.67,365.61
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,4245.9,3806.27,1758.67,316.61
희석화에 따른 조정,-,-,-,-
희석 당기순이익,4245.9,3806.27,1758.67,365.61
희석된 가중 평균 주식,30.21,30.16,30.18,30.23
특별손익항목 제외 희석주당순이익,140.56,126.2,58.27,10.47
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,142.24,126,59.05,16.4
