마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,12522,10583,11937,12250
매출,12522,10583,11937,12250
기타 매출 총계,-,-,-,-
총매출원가,3048,2225,2690,3013
총 이익,9474,8358,9247,9237
총 영업비용,6928,6269,6972,7381
판매/일반/관리 비용 총계,2914,2613,3024,3133
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1420,1383,1349,1331
영업이자비용(수익) 순계,-,-,-91,-96
특별비용(수익),-454,48,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,5594,4314,4965,4869
영업외이자수익(비용) 순계,-715,-737,-689,-607
자산처분이익(손실),-,-,-,-
기타비용 순계,72,50,40,42
세전당기순이익,4951,3627,4316,4304
소득세충당금,1170,862,985,995
세후당기순이익,3781,2765,3331,3309
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,3781,2765,3331,3309
특별손익항목 총계,-,-,-,-
순이익,3781,2765,3331,3309
당기순이익에 대한 조정 총계,-,-,-,-1
특별손익항목 제외 보통주주 분배 가능 이익,3781,2765,3331,3308
희석화에 따른 조정,-,-,-,-
희석 당기순이익,3781,2765,3331,3308
희석된 가중 평균 주식,2255,2304.02,2394.02,861
특별손익항목 제외 희석주당순이익,1.68,1.2,1.39,3.84
주당배당금 - 발행 보통주,0.37,0.35,0.32,0.88
희석 정상주당순이익,1.52,1.22,1.39,3.84
