마감 기준:,"2021
02/09","2020
03/09","2019
29/08","2018
30/08"
총매출,27705,21435,23406,30391
매출,27705,21435,23406,30391
기타 매출 총계,-,-,-,-
총매출원가,17233,14883,12704,12500
총 이익,10472,6552,10702,17891
총 영업비용,21423,18392,16426,15782
판매/일반/관리 비용 총계,894,881,836,813
연구 및 개발,2663,2600,2441,2141
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),514,17,410,317
기타 영업비용 총계,119,11,35,11
영업 이익,6282,3043,6980,14609
영업외이자수익(비용) 순계,-64,-88,68,-297
자산처분이익(손실),-,-,-,-
기타비용 순계,-,28,-,-5
세전당기순이익,6218,2983,7048,14307
소득세충당금,394,280,703,342
세후당기순이익,5824,2703,6345,13965
소액주주지분,-,-23,-45,-3
관계회사 주식,37,7,3,-1
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,5861,2687,6303,13961
특별손익항목 총계,-,-,10,174
순이익,5861,2687,6313,14135
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,5861,2687,6303,13961
희석화에 따른 조정,-,-,-,-
희석 당기순이익,5861,2687,6313,14135
희석된 가중 평균 주식,1141,1131,1143,1229
특별손익항목 제외 희석주당순이익,5.14,2.38,5.51,11.36
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,5.56,2.39,5.97,11.61
