마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,276692,178574,255583,279332
매출,276692,178574,255583,279332
기타 매출 총계,-,-,-,-
총매출원가,191199,124438,180627,192854
총 이익,85493,54136,74956,86478
총 영업비용,253459,209227,243919,258493
판매/일반/관리 비용 총계,39813,36290,41790,44143
연구 및 개발,1054,1285,1269,1466
감가상각/무형자산상각,20607,20098,18998,18745
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,25911,-,-
기타 영업비용 총계,786,1205,1235,1285
영업 이익,23233,-30653,11664,20839
영업외이자수익(비용) 순계,5710,574,4478,6589
자산처분이익(손실),-,-,-,-
기타비용 순계,2291,1196,3914,3525
세전당기순이익,31234,-28883,20056,30953
소득세충당금,7689,-5607,6022,9823
세후당기순이익,23545,-23276,14034,21130
소액주주지분,-558,811,-434,-581
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,22987,-22465,13600,20549
특별손익항목 총계,53,25,740,291
순이익,23040,-22440,14340,20840
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,22987,-22465,13600,20549
희석화에 따른 조정,-,-,-,-
희석 당기순이익,23040,-22440,14340,20840
희석된 가중 평균 주식,4275,4271,4270,4270
특별손익항목 제외 희석주당순이익,5.38,-5.26,3.19,4.81
주당배당금 - 발행 보통주,3.49,3.48,3.43,3.23
희석 정상주당순이익,5.33,-1.32,2.59,4.88
