마감 기준:,"2021
30/06","2020
30/06","2019
30/06","2018
30/06"
총매출,12909,12303,11389,10153
매출,12909,12303,11389,10153
기타 매출 총계,-,-,-,-
총매출원가,8037,7807,7327,6505
총 이익,4872,4496,4062,3648
총 영업비용,9822,10472,9229,7916
판매/일반/관리 비용 총계,1807,1741,1419,1209
연구 및 개발,-,-,-,-
감가상각/무형자산상각,300,258,212,171
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-322,666,271,31
기타 영업비용 총계,-,-,-,-
영업 이익,3087,1831,2160,2237
영업외이자수익(비용) 순계,-133,-320,106,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-36,-47,-42,-67
세전당기순이익,2918,1464,2224,2170
소득세충당금,717,402,581,549
세후당기순이익,2201,1062,1643,1621
소액주주지분,-51,-63,-48,-41
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2150,999,1595,1580
특별손익항목 총계,-,-,-,607
순이익,2150,999,1595,2187
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2150,999,1595,1580
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2150,999,1595,2187
희석된 가중 평균 주식,595,616,621,620.6
특별손익항목 제외 희석주당순이익,3.61,1.62,2.57,2.55
주당배당금 - 발행 보통주,0.46,0.46,0.23,-
희석 정상주당순이익,3.21,2.41,2.89,2.58
