마감 기준:,"2021
27/06","2020
28/06","2019
30/06","2018
24/06"
총매출,14626.15,10044.74,9653.56,11077
매출,14626.15,10044.74,9653.56,11077
기타 매출 총계,-,-,-,-
총매출원가,7820.84,5436.04,5295.1,5911.97
총 이익,6805.31,4608.69,4358.46,5165.03
총 영업비용,10144.13,7370.93,7188.71,7905.61
판매/일반/관리 비용 총계,829.88,682.48,700.09,764.87
연구 및 개발,1493.41,1252.41,1191.32,1189.51
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,2.32,-2.65
특별비용(수익),-,-,-0.12,41.91
기타 영업비용 총계,-,-,-,-
영업 이익,4482.02,2673.8,2464.85,3171.39
영업외이자수익(비용) 순계,-195.87,-95.32,-13.68,-7.33
자산처분이익(손실),-,-,-,-
기타비용 순계,84.65,-3.5,-4.6,-12.27
세전당기순이익,4370.8,2574.98,2446.57,3151.79
소득세충당금,462.35,323.23,255.14,175.91
세후당기순이익,3908.46,2251.75,2191.43,2975.88
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,3908.46,2251.75,2191.43,2975.88
특별손익항목 총계,-,-,-1.45,-595.2
순이익,3908.46,2251.75,2191.43,2380.68
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,3908.46,2251.75,2191.43,2975.88
희석화에 따른 조정,-,-,-,0.22
희석 당기순이익,3908.46,2251.75,2191.43,2380.68
희석된 가중 평균 주식,145.32,149.09,159.91,180.78
특별손익항목 제외 희석주당순이익,26.9,15.1,13.7,16.46
주당배당금 - 발행 보통주,5.05,4.55,4.4,1.9
희석 정상주당순이익,26.9,15.1,13.7,16.68
