마감 기준:,"2021
03/07","2020
27/06","2019
29/06","2018
30/06"
총매출,5746.3,4961.4,6027.1,5880
매출,5746.3,4961.4,6027.1,5880
기타 매출 총계,-,-,-,-
총매출원가,1656.3,1604.1,1945.6,2026.1
총 이익,4090,3357.3,4081.5,3853.9
총 영업비용,4778.3,5512.2,5213,5209.2
판매/일반/관리 비용 총계,2978.5,2918.9,3239.6,3163.6
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),143.5,989.2,27.8,19.5
기타 영업비용 총계,-,-,-,-
영업 이익,968,-550.8,814.1,670.8
영업외이자수익(비용) 순계,-71.4,-60.1,-47.9,-74
자산처분이익(손실),-,-,-,-
기타비용 순계,0.7,-13.3,-,-
세전당기순이익,897.3,-624.2,766.2,596.8
소득세충당금,158.1,27.9,134.2,32
세후당기순이익,739.2,-652.1,632,564.8
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,739.2,-652.1,632,564.8
특별손익항목 총계,95,-,11.4,-167.3
순이익,834.2,-652.1,643.4,397.5
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,739.2,-652.1,632,564.8
희석화에 따른 조정,-,-,-,-
희석 당기순이익,834.2,-652.1,643.4,397.5
희석된 가중 평균 주식,283,278.6,290.8,288.6
특별손익항목 제외 희석주당순이익,2.61,-2.34,2.17,1.96
주당배당금 - 발행 보통주,-,1.01,1.35,1.35
희석 정상주당순이익,3.03,-0.03,2.27,2.02
