마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1327.58,1265.05,1231.66,1214.97
매출,1327.58,1265.05,1231.66,1214.97
기타 매출 총계,-,-,-,-
총매출원가,191.93,180.18,180.47,192.13
총 이익,1135.64,1084.88,1051.19,1022.84
총 영업비용,462.92,434.45,424.72,399.29
판매/일반/관리 비용 총계,188.31,186,184.26,197.56
연구 및 개발,80.53,74.67,60.8,57.88
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),2.15,-6.4,-0.82,-48.29
기타 영업비용 총계,-,-,-,-
영업 이익,864.65,830.6,806.94,815.68
영업외이자수익(비용) 순계,-82.67,-82.33,-64.02,-88.36
자산처분이익(손실),-,-,-,-
기타비용 순계,0.24,1.97,15.85,2.19
세전당기순이익,782.22,750.24,758.78,729.52
소득세충당금,-2.61,-64.64,-102.52,153.44
세후당기순이익,784.83,814.89,861.3,576.08
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,784.83,814.89,861.3,576.08
특별손익항목 총계,-,-,-249,6.41
순이익,784.83,814.89,612.3,582.49
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,784.83,814.89,861.3,576.08
희석화에 따른 조정,-,-,0.39,-
희석 당기순이익,784.83,814.89,612.3,582.49
희석된 가중 평균 주식,112.17,115.3,118.97,122.66
특별손익항목 제외 희석주당순이익,7,7.07,7.24,4.7
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,7.01,7.03,7.24,4.39
