마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,13443,11958,12890,12924
매출,13443,11958,12890,12924
기타 매출 총계,-,-,-,-
총매출원가,6343,6568,7191,6702
총 이익,7100,5390,5699,6222
총 영업비용,9902,9965,10444,10195
판매/일반/관리 비용 총계,3422,3110,3279,3171
연구 및 개발,-,-,-,-
감가상각/무형자산상각,13,10,8,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-213,-
기타 영업비용 총계,124,277,179,322
영업 이익,3541,1993,2446,2729
영업외이자수익(비용) 순계,-191,-162,-214,-245
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,3350,1831,2232,2484
소득세충당금,590,297,339,389
세후당기순이익,2760,1534,1893,2095
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2760,1534,1893,2095
특별손익항목 총계,-,-,-,3
순이익,2760,1534,1893,2098
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2760,1534,1893,2095
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2760,1534,1893,2098
희석된 가중 평균 주식,120,125.7,136,147.7
특별손익항목 제외 희석주당순이익,23,12.2,13.92,14.18
주당배당금 - 발행 보통주,4.43,4.09,3.81,3.53
희석 정상주당순이익,30.26,15.31,16.38,14.57
