마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,11063,8612,8877,9407
매출,11063,8612,8877,9407
기타 매출 총계,-,-,-,-
총매출원가,4996,4362,4254,4545
총 이익,6067,4250,4623,4862
총 영업비용,8502,8254,8247,6783
판매/일반/관리 비용 총계,956,850,891,908
연구 및 개발,1935,1686,1620,1676
감가상각/무형자산상각,592,1327,1435,1449
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),23,33,72,-1718
기타 영업비용 총계,-,-4,-25,-77
영업 이익,2561,358,630,2624
영업외이자수익(비용) 순계,-360,-365,-328,-239
자산처분이익(손실),-,-,-,-
기타비용 순계,-21,8,-11,-10
세전당기순이익,2180,1,291,2375
소득세충당금,272,-83,20,179
세후당기순이익,1908,84,271,2196
소액주주지분,-35,-28,-29,-50
관계회사 주식,-2,-4,1,59
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1871,52,243,2205
특별손익항목 총계,-,-,-,3
순이익,1871,52,243,2208
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1871,52,243,2205
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1871,52,243,2208
희석된 가중 평균 주식,275.65,283.81,285.91,328.61
특별손익항목 제외 희석주당순이익,6.79,0.18,0.85,6.71
주당배당금 - 발행 보통주,2.25,1.5,1.25,0.5
희석 정상주당순이익,6.98,0.34,1.08,1.88
