마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,138639,121867,104260,92131
총 프리미엄이익,136943,120808,103141,91341
순 투자이익,1378,877,1005,970
미실현이익 (손실),318,182,114,-180
기타 매출 총계,-,-,-,-
총 영업비용,129916,114845,97529,86310
"손익,혜택 및 조정,총",102645,88045,81786,71895
정책획득비용 상환,-,-,-,-
판매/일반/관리 비용 총계,15503,16797,13364,14020
감가상각/무형자산상각,441,361,338,358
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),432,689,49,37
기타 영업비용 총계,10895,8953,1992,-
영업 이익,8723,7022,6731,5821
영업외이자수익(비용) 순계,-798,-784,-746,-753
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,7925,6238,5985,5068
소득세충당금,1830,1666,1178,1346
세후당기순이익,6095,4572,4807,3722
소액주주지분,9,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,6104,4572,4807,3722
특별손익항목 총계,-,-,-,28
순이익,6104,4572,4807,3750
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,6104,4572,4807,3722
희석화에 따른 조정,-,-,-,-
희석 당기순이익,6104,4572,4807,3750
희석된 가중 평균 주식,246.8,254.3,260.3,264.2
특별손익항목 제외 희석주당순이익,24.73,17.98,18.47,14.09
주당배당금 - 발행 보통주,4.52,3.8,3.2,3
희석 정상주당순이익,26.08,19.96,18.62,14.19
