마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,40963,35994,34244,32766
총 프리미엄이익,36355,33117,31290,30064
순 투자이익,3456,3375,3426,3305
미실현이익 (손실),1152,-498,-472,-603
기타 매출 총계,-,-,-,-
총 영업비용,33039,32332,29062,27914
"손익,혜택 및 조정,총",29597,29041,25623,24569
정책획득비용 상환,-,-,-,-
판매/일반/관리 비용 총계,3155,3001,3053,2898
감가상각/무형자산상각,287,290,305,339
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,81,108
기타 영업비용 총계,-2373,-936,-,-
영업 이익,7924,3662,5182,4852
영업외이자수익(비용) 순계,1941,503,65,-127
자산처분이익(손실),-8,58,44,-38
기타비용 순계,-41,-61,-42,-30
세전당기순이익,9816,4162,5249,4657
소득세충당금,1277,629,795,720
세후당기순이익,8539,3533,4454,3937
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,8539,3533,4454,3937
특별손익항목 총계,-,-,-,25
순이익,8539,3533,4454,3962
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,8539,3533,4454,3937
희석화에 따른 조정,-,-,-,-
희석 당기순이익,8539,3533,4454,3962
희석된 가중 평균 주식,443.2,453.44,458.91,466.8
특별손익항목 제외 희석주당순이익,19.27,7.79,9.71,8.43
주당배당금 - 발행 보통주,3.16,3.06,2.96,2.88
희석 정상주당순이익,19.28,10.3,9.77,8.7
