마감 기준:,"2022
31/01","2021
31/01","2020
31/01","2019
31/01"
총매출,572754,559151,523964,514405
매출,572754,559151,523964,514405
기타 매출 총계,-,-,-,-
총매출원가,429000,420315,394605,385301
총 이익,143754,138836,129359,129104
총 영업비용,550022,545003,503396,497248
판매/일반/관리 비용 총계,115312,111888,108791,107147
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),5710,12800,-,4800
기타 영업비용 총계,-,-,-,-
영업 이익,22732,14148,20568,17157
영업외이자수익(비용) 순계,-1836,-2194,-2410,-2129
자산처분이익(손실),-,-,-,-
기타비용 순계,-2200,8610,1958,-3568
세전당기순이익,18696,20564,20116,11460
소득세충당금,4756,6858,4915,3839
세후당기순이익,13940,13706,15201,7621
소액주주지분,-267,-196,-320,-509
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,13673,13510,14881,7112
특별손익항목 총계,-,-,-,-442
순이익,13673,13510,14881,6670
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,13673,13510,14881,7112
희석화에 따른 조정,-,-,-,-
희석 당기순이익,13673,13510,14881,6670
희석된 가중 평균 주식,2805,2847,2868,2945
특별손익항목 제외 희석주당순이익,4.87,4.75,5.19,2.41
주당배당금 - 발행 보통주,2.2,2.16,2.12,2.08
희석 정상주당순이익,6.39,7.74,5.29,3.5
