마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,17069,17997,19204,16727
매출,17069,17997,18442,16350
기타 매출 총계,-,-,762,377
총매출원가,-,-,-,-
총 영업비용,14156,14381,13851,8520
연료비,4527,3539,4363,3730
운영 및 유지,3953,3751,3640,3330
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,3924,4052,4216,3911
영업이자비용(수익) 순계,-,-,-,2
특별비용(수익),-77,1147,-299,-3964
기타 영업비용 총계,1829,1892,1931,1511
영업 이익,2913,3616,5353,8207
영업외이자수익(비용) 순계,-267,-1550,-1836,-1167
자산처분이익(손실),-,-,-,-
기타비용 순계,387,254,252,216
세전당기순이익,3175,2413,3836,7352
소득세충당금,348,-43,359,2012
세후당기순이익,2827,2456,3477,5340
소액주주지분,746,550,381,862
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,3573,3006,3858,6202
특별손익항목 총계,-,-87,-89,436
순이익,3573,2919,3769,6638
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,3573,3006,3858,6202
희석화에 따른 조정,-,-,-,-
희석 당기순이익,3573,2919,3769,6638
희석된 가중 평균 주식,1972.2,1968.8,1942,1908
특별손익항목 제외 희석주당순이익,1.81,1.53,1.99,3.25
주당배당금 - 발행 보통주,1.54,1.4,1.25,1.11
희석 정상주당순이익,1.78,1.91,1.85,1.74
