마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,36483.94,20139.66,22588.86,25067.28
매출,36483.94,20139.66,22588.86,25067.28
기타 매출 총계,-,-,-,-
총매출원가,25437.02,17890.75,19888.5,20786.48
총 이익,11046.92,2248.91,2700.36,4280.8
총 영업비용,27227.29,19140.39,20687.94,21757.21
판매/일반/관리 비용 총계,1728.11,617.8,732.52,860.72
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),62.16,631.84,66.92,110
기타 영업비용 총계,-,-,-,-
영업 이익,9256.64,999.27,1900.92,3310.07
영업외이자수익(비용) 순계,-55.79,-163.73,-118.11,-80.68
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,9200.86,835.54,1782.81,3229.39
소득세충당금,2078.49,-0.49,411.9,742.51
세후당기순이익,7122.37,836.03,1370.91,2486.88
소액주주지분,-294.91,-114.56,-99.77,-120.32
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,6827.46,721.47,1271.14,2366.57
특별손익항목 총계,-,-,-,-5.8
순이익,6827.46,721.47,1271.14,2360.77
당기순이익에 대한 조정 총계,-32.31,-4.36,-7.04,-9.34
특별손익항목 제외 보통주주 분배 가능 이익,6795.15,717.11,1264.11,2357.22
희석화에 따른 조정,0.12,-,-,0.03
희석 당기순이익,6795.27,717.11,1264.11,2351.45
희석된 가중 평균 주식,293.39,303.27,305.5,316.73
특별손익항목 제외 희석주당순이익,23.16,2.36,4.14,7.44
주당배당금 - 발행 보통주,1.62,1.61,1.6,1.52
희석 정상주당순이익,23.44,3.72,4.31,7.71
