마감 기준:,"2021
01/08","2020
02/08","2019
28/07","2018
29/07"
총매출,8476,8691,8107,6615
매출,8476,8691,8107,6615
기타 매출 총계,-,-,-,-
총매출원가,5662,5683,5390,4157
총 이익,2814,3008,2717,2458
총 영업비용,6931,7535,7123,5601
판매/일반/관리 비용 총계,1386,1519,1385,1179
연구 및 개발,84,92,88,91
감가상각/무형자산상각,42,43,48,20
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-1,166,287,254
기타 영업비용 총계,-242,32,-75,-100
영업 이익,1545,1156,984,1014
영업외이자수익(비용) 순계,-209,-390,-359,-184
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-218
세전당기순이익,1336,766,625,830
소득세충당금,328,174,149,232
세후당기순이익,1008,592,476,598
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1008,592,476,598
특별손익항목 총계,-6,1036,-265,-337
순이익,1002,1628,211,261
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1008,592,476,598
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1002,1628,211,261
희석된 가중 평균 주식,305,304,302,302
특별손익항목 제외 희석주당순이익,3.3,1.95,1.58,1.98
주당배당금 - 발행 보통주,1.46,1.4,1.4,1.4
희석 정상주당순이익,3.3,2.37,2.3,2.59
