마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,120922,70282,111587,97079
매출,120922,70282,111587,97079
기타 매출 총계,-,-,-,-
총매출원가,110008,65733,99228,86007
총 이익,10914,4549,12359,11072
총 영업비용,116755,82520,107125,91572
판매/일반/관리 비용 총계,3258,3378,3753,2778
연구 및 개발,-,-,-,-
감가상각/무형자산상각,3308,3375,3225,2490
영업이자비용(수익) 순계,-,-,-77,59
특별비용(수익),181,10034,919,238
기타 영업비용 총계,-,-,-,-
영업 이익,4167,-12238,4462,5507
영업외이자수익(비용) 순계,-1253,-1324,-1191,-859
자산처분이익(손실),-,-,-,-
기타비용 순계,-97,-50,-38,-80
세전당기순이익,2817,-13612,3233,4568
소득세충당금,264,-2430,784,962
세후당기순이익,2553,-11182,2449,3606
소액주주지분,-1263,151,-618,-826
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1290,-11031,1831,2780
특별손익항목 총계,8448,1205,806,-
순이익,9738,-9826,2637,2780
당기순이익에 대한 조정 총계,-2,-1,-1,-1
특별손익항목 제외 보통주주 분배 가능 이익,1288,-11032,1830,2779
희석화에 따른 조정,2,-,-,-
희석 당기순이익,9738,-9827,2636,2779
희석된 가중 평균 주식,638,649,664,526
특별손익항목 제외 희석주당순이익,2.02,-17,2.76,5.28
주당배당금 - 발행 보통주,2.32,2.32,2.12,1.84
희석 정상주당순이익,2.39,2.66,5.12,5.63
