마감 기준:,"2021
03/10","2020
27/09","2019
29/09","2018
30/09"
총매출,29060.6,23518,26508.6,24719.5
매출,29060.6,23518,26508.6,24719.5
기타 매출 총계,-,-,-,-
총매출원가,20625.2,18399.3,19020.5,17367.7
총 이익,8435.4,5118.7,7488.1,7351.8
총 영업비용,23324,21956.3,21807.9,18960.6
판매/일반/관리 비용 총계,1932.6,1679.6,1824.1,1759
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1441.7,1431.3,1377.3,1247
영업이자비용(수익) 순계,-385.3,-322.5,-298,-301.2
특별비용(수익),-649.7,338.3,-487,-1651.2
기타 영업비용 총계,359.5,430.3,371,539.3
영업 이익,5736.6,1561.7,4700.7,5758.9
영업외이자수익(비용) 순계,-379.7,-397.3,-234.5,21.1
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,5356.9,1164.4,4466.2,5780
소득세충당금,1156.6,239.7,871.6,1102
세후당기순이익,4200.3,924.7,3594.6,4678
소액주주지분,-1,3.6,4.6,0.3
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,4199.3,928.3,3599.2,4678.3
특별손익항목 총계,-,-,-,-160
순이익,4199.3,928.3,3599.2,4518.3
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,4199.3,928.3,3599.2,4678.3
희석화에 따른 조정,-,-,-,-
희석 당기순이익,4199.3,928.3,3599.2,4518.3
희석된 가중 평균 주식,1185.5,1181.8,1233.2,1394.6
특별손익항목 제외 희석주당순이익,3.54,0.79,2.92,3.35
주당배당금 - 발행 보통주,1.8,1.64,1.44,1.26
희석 정상주당순이익,3.21,1.12,2.68,2.44
