마감 기준:,"2021
25/12","2020
26/12","2019
28/12","2018
29/12"
총매출,3540.16,2923.93,2621.23,2266.1
매출,3540.16,2923.93,2621.23,2266.1
기타 매출 총계,-,-,-,-
총매출원가,2205.52,1850.39,1662.91,1426.03
총 이익,1334.64,1073.54,958.31,840.07
총 영업비용,2927.6,2491.2,2270.07,1934.71
판매/일반/관리 비용 총계,576.79,507.61,486.2,419.72
연구 및 개발,-,-,-,-
감가상각/무형자산상각,124.86,111.88,89.54,64.83
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),20.42,21.32,31.42,24.13
기타 영업비용 총계,-,-,-,-
영업 이익,612.56,432.73,351.15,331.38
영업외이자수익(비용) 순계,-74.86,-86.49,-59.48,-62.96
자산처분이익(손실),-,-,-,-
기타비용 순계,-56.99,100.88,12.41,13.26
세전당기순이익,480.71,447.11,304.08,281.68
소득세충당금,81.87,81.81,50.02,59.96
세후당기순이익,398.84,365.31,254.06,221.72
소액주주지분,-7.86,-1,-2.04,-2.35
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,390.98,364.3,252.02,219.37
특별손익항목 총계,-,-,-,7.01
순이익,390.98,364.3,252.02,226.37
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,390.98,364.3,252.02,219.37
희석화에 따른 조정,-,-,-,-
희석 당기순이익,390.98,364.3,252.02,226.37
희석된 가중 평균 주식,51.42,50.61,49.69,49.02
특별손익항목 제외 희석주당순이익,7.6,7.2,5.07,4.48
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,7.98,7.63,5.71,4.9
