마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2785.87,2365.36,2406.6,2419.93
매출,2785.87,2365.36,2406.6,2419.93
기타 매출 총계,-,-,-,-
총매출원가,1154.22,1003.58,1005.86,985.77
총 이익,1631.66,1361.78,1400.74,1434.15
총 영업비용,1964.17,1719.88,1698.14,1680.15
판매/일반/관리 비용 총계,626.97,526.7,534.79,536.9
연구 및 개발,168.36,140.78,142.96,143.4
감가상각/무형자산상각,7.14,10.59,9.69,7.71
영업이자비용(수익) 순계,2.32,3.11,4.84,6.79
특별비용(수익),5.17,35.12,-,-0.43
기타 영업비용 총계,-,-,-,-
영업 이익,821.71,645.49,708.46,739.77
영업외이자수익(비용) 순계,-32.72,-32.8,-26.63,-9.83
자산처분이익(손실),-,-,-,-
기타비용 순계,17.2,-1.77,-3.59,-47.79
세전당기순이익,806.19,610.91,678.24,682.15
소득세충당금,113.35,89.34,89.27,86.92
세후당기순이익,692.84,521.57,588.97,595.23
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,692.84,521.57,588.97,595.23
특별손익항목 총계,-,-,3.23,-1.44
순이익,692.84,521.57,592.2,593.79
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,692.84,521.57,588.97,595.23
희석화에 따른 조정,-,-,-,-
희석 당기순이익,692.84,521.57,592.2,593.79
희석된 가중 평균 주식,62.03,62.41,68.17,77.62
특별손익항목 제외 희석주당순이익,11.17,8.36,8.64,7.67
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,11.24,8.84,8.77,7.66
