마감 기준:,"2021
30/06","2020
30/06","2019
30/06","2018
30/06"
총매출,168088,143015,125843,110360
매출,168088,143015,125843,110360
기타 매출 총계,-,-,-,-
총매출원가,52232,46078,42910,38353
총 이익,115856,96937,82933,72007
총 영업비용,98185,90189,82910,75349
판매/일반/관리 비용 총계,25224,24709,23098,22223
연구 및 개발,20716,19269,16876,14726
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),13,133,26,47
기타 영업비용 총계,-,-,-,-
영업 이익,69903,52826,42933,35011
영업외이자수익(비용) 순계,1101,250,812,1522
자산처분이익(손실),-,-,-,-
기타비용 순계,98,-40,-57,-59
세전당기순이익,71102,53036,43688,36474
소득세충당금,9831,8755,4291,6203
세후당기순이익,61271,44281,39397,30271
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,61271,44281,39397,30271
특별손익항목 총계,-,-,-157,-13700
순이익,61271,44281,39240,16571
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,61271,44281,39397,30271
희석화에 따른 조정,-,-,-,-
희석 당기순이익,61271,44281,39240,16571
희석된 가중 평균 주식,7608,7683,7753,7794
특별손익항목 제외 희석주당순이익,8.05,5.76,5.08,3.88
주당배당금 - 발행 보통주,2.19,1.99,1.8,1.65
희석 정상주당순이익,8.05,5.8,5.08,3.89
