마감 기준:,"2021
31/10","2020
31/10","2019
31/10","2018
31/10"
총매출,4204.19,3685.28,3360.69,3121.06
매출,4204.19,3685.28,3360.69,3121.06
기타 매출 총계,-,-,-,-
총매출원가,861.78,794.69,752.95,735.9
총 이익,3342.42,2890.59,2607.75,2385.16
총 영업비용,3469.4,3065.14,2840.46,2760.83
판매/일반/관리 비용 총계,970.78,940.74,880.41,885.54
연구 및 개발,1504.82,1279.02,1136.93,1084.82
감가상각/무형자산상각,33.92,38.83,41.29,41.63
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),33.41,11.86,28.89,12.95
기타 영업비용 총계,64.7,-,-,-
영업 이익,734.79,620.14,520.23,360.23
영업외이자수익(비용) 순계,4.37,3.96,3.9,-2.9
자산처분이익(손실),71.6,21.47,27.76,4.64
기타비용 순계,-5.25,-7.42,-6.38,1.58
세전당기순이익,805.51,638.16,545.51,363.54
소득세충당금,49.16,-25.29,13.14,-182.97
세후당기순이익,756.36,663.45,532.37,546.52
소액주주지분,1.16,0.9,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,757.52,664.35,532.37,546.52
특별손익항목 총계,-,-,-,-114
순이익,757.52,664.35,532.37,432.52
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,757.52,664.35,532.37,546.52
희석화에 따른 조정,-,-,-,-
희석 당기순이익,757.52,664.35,532.37,432.52
희석된 가중 평균 주식,157.34,155.71,154.19,153.39
특별손익항목 제외 희석주당순이익,4.81,4.27,3.45,3.56
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,4.49,4.23,3.46,3.6
