마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,12733.1,11790.2,14906.3,14668.2
매출,12733.1,11790.2,14906.3,14668.2
기타 매출 총계,-,-,-,-
총매출원가,7521.9,6870.1,8697.7,8608.9
총 이익,5211.2,4920.1,6208.6,6059.3
총 영업비용,11204.8,10478.3,12902.2,12721.2
판매/일반/관리 비용 총계,3416.1,3309.1,3987.5,3892.2
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-30,84.1
특별비용(수익),266.8,299.1,247,136
기타 영업비용 총계,-,-,-,-
영업 이익,1528.3,1311.9,2004.1,1947
영업외이자수익(비용) 순계,-185.2,-206.4,-191,-222.3
자산처분이익(손실),-,-,-,-
기타비용 순계,71.1,55.9,85.8,79.9
세전당기순이익,1414.2,1161.4,1898.9,1804.6
소득세충당금,270.2,176.6,325.8,264.1
세후당기순이익,1144,984.8,1573.1,1540.5
소액주주지분,-14.1,-17.4,-17.3,-11.2
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1129.9,967.4,1555.8,1529.3
특별손익항목 총계,-,-2172.5,3.1,-100.2
순이익,1129.9,-1205.1,1558.9,1429.1
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1129.9,967.4,1555.8,1529.3
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1129.9,-1205.1,1558.9,1429.1
희석된 가중 평균 주식,289.1,287,292.5,292.8
특별손익항목 제외 희석주당순이익,3.91,3.37,5.32,5.22
주당배당금 - 발행 보통주,1.92,1.88,1.84,1.64
희석 정상주당순이익,4.64,4.27,6.02,5.62
