마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,8998,8615,9039,8513
매출,8998,8615,9039,8513
기타 매출 총계,-,-,-,-
총매출원가,-,-,-,-
총 이익,-,-,-,-
총 영업비용,6417,7675,7712,7713
판매/일반/관리 비용 총계,5498,5392,5493,5123
연구 및 개발,-,-,-,-
감가상각/무형자산상각,650,768,729,742
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-1159,53,15,211
기타 영업비용 총계,1428,1462,1475,1637
영업 이익,2581,940,1327,800
영업외이자수익(비용) 순계,-195,-235,-239,-229
자산처분이익(손실),-,-,-2,-9
기타비용 순계,306,306,234,280
세전당기순이익,2692,1011,1322,851
소득세충당금,536,188,249,136
세후당기순이익,2156,823,1073,715
소액주주지분,-14,-24,-29,-20
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2142,799,1044,695
특별손익항목 총계,2080,197,-,-
순이익,4222,996,1044,695
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2142,799,1044,695
희석화에 따른 조정,-,-,-,-
희석 당기순이익,4222,996,1044,695
희석된 가중 평균 주식,129,130,130,132
특별손익항목 제외 희석주당순이익,16.6,6.15,8.03,5.27
주당배당금 - 발행 보통주,2.93,2.69,2.55,2.33
희석 정상주당순이익,9.41,6.89,8.12,6.76
