마감 기준:,"2021
31/05","2020
31/05","2019
31/05","2018
31/05"
총매출,40479,39068,39506,39383
매출,40479,39068,39506,39383
기타 매출 총계,-,-,-,-
총매출원가,7855,7938,7995,8060
총 이익,32624,31130,31511,31323
총 영업비용,25266,25172,25971,26119
판매/일반/관리 비용 총계,8936,9275,9774,9715
연구 및 개발,6527,6067,6026,6084
감가상각/무형자산상각,1379,1586,1689,1620
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),569,306,487,640
기타 영업비용 총계,-,-,-,-
영업 이익,15213,13896,13535,13264
영업외이자수익(비용) 순계,-2687,-1817,-1253,-1031
자산처분이익(손실),-,-,-,-
기타비용 순계,473,-16,-14,191
세전당기순이익,12999,12063,12268,12424
소득세충당금,-747,1928,1574,1967
세후당기순이익,13746,10135,10694,10457
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,13746,10135,10694,10457
특별손익항목 총계,-,-,389,-6870
순이익,13746,10135,11083,3587
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,13746,10135,10694,10457
희석화에 따른 조정,-,10.52,-,15.3
희석 당기순이익,13746,10135,11083,3587
희석된 가중 평균 주식,3022,3294,3732,4238
특별손익항목 제외 희석주당순이익,4.55,3.08,2.87,2.47
주당배당금 - 발행 보통주,0.96,0.96,0.76,0.76
희석 정상주당순이익,4.67,3.15,2.98,2.59
