마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,18236,16785,18372,17408
매출,18236,16785,18372,17408
기타 매출 총계,-,-,-,-
총매출원가,10673,9776,10555,9933
총 이익,7563,7009,7817,7475
총 영업비용,15170,14294,15337,14567
판매/일반/관리 비용 총계,4179,3986,4457,4258
연구 및 개발,-,-,-,-
감가상각/무형자산상각,300,239,238,211
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),150,284,95,65
기타 영업비용 총계,-132,9,-8,100
영업 이익,3066,2491,3035,2841
영업외이자수익(비용) 순계,-154,-156,-176,-174
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2912,2335,2859,2667
소득세충당금,585,345,531,632
세후당기순이익,2327,1990,2328,2035
소액주주지분,-24,-25,-22,-21
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2303,1965,2306,2014
특별손익항목 총계,-,-,-,189
순이익,2303,1965,2306,2203
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2303,1965,2306,2014
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2303,1965,2306,2203
희석된 가중 평균 주식,601.8,606.6,620.6,635.3
특별손익항목 제외 희석주당순이익,3.83,3.24,3.72,3.17
주당배당금 - 발행 보통주,2.02,2,1.96,1.94
희석 정상주당순이익,4.08,3.64,3.84,3.25
