마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2019
30/09"
총매출,28586,25285,26998,12838
매출,28586,25285,26998,12838
기타 매출 총계,-,-,-,-
총매출원가,17744,14833,16713,6761
총 이익,10842,10452,10285,6077
총 영업비용,22417,21272,22852,10358
판매/일반/관리 비용 총계,6398,5320,5481,3146
연구 및 개발,-,-,-,-
감가상각/무형자산상각,390,405,438,215
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-2115,714,220,236
기타 영업비용 총계,-,-,-,-
영업 이익,6169,4013,4146,2480
영업외이자수익(비용) 순계,-912,-800,-829,-447
자산처분이익(손실),-,-,-,-
기타비용 순계,-51,-66,-94,-26
세전당기순이익,5206,3147,3223,2007
소득세충당금,646,535,15,445
세후당기순이익,4560,2612,3208,1562
소액주주지분,-88,-279,-31,-40
관계회사 주식,-91,-28,-53,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,4381,2305,3124,1522
특별손익항목 총계,162,117,184,26
순이익,4543,2422,3308,1548
당기순이익에 대한 조정 총계,-44.2,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,4336.8,2305,3124,1522
희석화에 따른 조정,-,-,-,-
희석 당기순이익,4498.8,2422,3308,1548
희석된 가중 평균 주식,655,618,617,403.8
특별손익항목 제외 희석주당순이익,6.62,3.73,5.06,3.77
주당배당금 - 발행 보통주,0.96,0.96,0.72,0.8
희석 정상주당순이익,3.79,4.69,5.42,4.22
