마감 기준:,"2021
31/05","2020
31/05","2019
31/05","2018
31/05"
총매출,44538,37403,39117,36397
매출,44538,37403,39117,36397
기타 매출 총계,-,-,-,-
총매출원가,24541,21162,21643,20441
총 이익,19997,16241,17474,15956
총 영업비용,37651,34693,34345,31952
판매/일반/관리 비용 총계,12811,13126,12702,11511
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),299,405,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,6887,2710,4772,4445
영업외이자수익(비용) 순계,-262,-14,124,-115
자산처분이익(손실),-,-,-,-
기타비용 순계,36,191,-95,-5
세전당기순이익,6661,2887,4801,4325
소득세충당금,934,348,772,359
세후당기순이익,5727,2539,4029,3966
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,5727,2539,4029,3966
특별손익항목 총계,-,-,-,-2033
순이익,5727,2539,4029,1933
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,5727,2539,4029,3966
희석화에 따른 조정,-,-,-,-
희석 당기순이익,5727,2539,4029,1933
희석된 가중 평균 주식,1609.4,1591.6,1618.4,1659.1
특별손익항목 제외 희석주당순이익,3.56,1.6,2.49,2.39
주당배당금 - 발행 보통주,1.04,0.93,0.84,0.76
희석 정상주당순이익,3.72,1.82,2.49,2.39
