마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,34392,32637,36709,41802
매출,34392,32637,36709,41802
기타 매출 총계,-,-,-,-
총매출원가,23394,22169,24339,29046
총 이익,10998,10468,12370,12756
총 영업비용,27157,26625,29150,34315
판매/일반/관리 비용 총계,4798,4772,5519,6051
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,199,118,-70,-357
특별비용(수익),58,512,1,321
기타 영업비용 총계,-1292,-946,-639,-746
영업 이익,7235,6012,7559,7487
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,7235,6012,7559,7487
소득세충당금,1625,1147,1610,1099
세후당기순이익,5610,4865,5949,6388
소액주주지분,-68,-86,-87,-63
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,5542,4779,5862,6325
특별손익항목 총계,-,-,281,440
순이익,5542,4779,6143,6765
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,5542,4779,5862,6325
희석화에 따른 조정,-,-,-,-
희석 당기순이익,5542,4779,6143,6765
희석된 가중 평균 주식,700.4,711.2,730.3,753
특별손익항목 제외 희석주당순이익,7.91,6.72,8.03,8.4
주당배당금 - 발행 보통주,3.77,3.63,3.36,3.06
희석 정상주당순이익,8.61,7.96,8.62,10
