마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3702.88,3121.47,2294.97,2100.8
매출,3702.88,3121.47,2294.97,2100.8
기타 매출 총계,-,-,-,-
총매출원가,1496.22,1335.73,955.14,880.41
총 이익,2206.66,1785.74,1339.83,1220.39
총 영업비용,2530.99,2193.06,1741.31,1627.01
판매/일반/관리 비용 총계,547.56,464,434.98,390.67
연구 및 개발,427.61,374.96,322.82,301.5
감가상각/무형자산상각,21.46,30.8,40.15,39.19
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),38.14,-12.44,-11.77,15.23
기타 영업비용 총계,-,-,-,-
영업 이익,1171.89,928.41,553.65,473.8
영업외이자수익(비용) 순계,-8.79,-10.3,0.77,-11.82
자산처분이익(손실),-,-,-,-
기타비용 순계,-2.14,-17.09,-28.65,5.83
세전당기순이익,1160.95,901.01,525.77,467.8
소득세충당금,146.37,116.87,58.3,65.52
세후당기순이익,1014.59,784.15,467.47,402.28
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1014.59,784.15,467.47,402.28
특별손익항목 총계,-,-,-,49.5
순이익,1014.59,784.15,467.47,451.78
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1014.59,784.15,467.47,402.28
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1014.59,784.15,467.47,451.78
희석된 가중 평균 주식,183.62,183.04,179.46,192.6
특별손익항목 제외 희석주당순이익,5.53,4.28,2.6,2.09
주당배당금 - 발행 보통주,0.4,0.4,0.36,0.36
희석 정상주당순이익,5.71,4.22,2.55,2.16
