마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,19440,19140,18450,18486
매출,19440,19140,18450,18486
기타 매출 총계,-,-,-,-
총매출원가,13298,12035,11999,12348
총 이익,6142,7105,6451,6138
총 영업비용,16958,15932,15504,16384
판매/일반/관리 비용 총계,3288,3382,3155,2987
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),354,483,335,1036
기타 영업비용 총계,18,32,15,13
영업 이익,2482,3208,2946,2102
영업외이자수익(비용) 순계,-250,-244,-250,-253
자산처분이익(손실),-,-,-,-
기타비용 순계,-7,-34,-46,-36
세전당기순이익,2225,2930,2650,1813
소득세충당금,479,676,576,354
세후당기순이익,1746,2254,2074,1459
소액주주지분,-30,-44,-40,-35
관계회사 주식,98,142,123,103
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1814,2352,2157,1527
특별손익항목 총계,-,-,-,-117
순이익,1814,2352,2157,1410
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1814,2352,2157,1527
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1814,2352,2157,1410
희석된 가중 평균 주식,338.8,342.5,345.6,349.6
특별손익항목 제외 희석주당순이익,5.35,6.87,6.24,4.37
주당배당금 - 발행 보통주,4.49,4.24,4.09,3.97
희석 정상주당순이익,6.18,8,6.89,8.03
