마감 기준:,"2022
29/01","2021
30/01","2020
01/02","2019
02/02"
총매출,51761,47262,43638,42879
매출,51761,47262,43638,42879
기타 매출 총계,-,-,-,-
총매출원가,40115,36666,33590,32918
총 이익,11646,10596,10048,9961
총 영업비용,48722,44871,41629,40979
판매/일반/관리 비용 총계,8553,7929,7910,7990
연구 및 개발,-,-,-,-
감가상각/무형자산상각,82,80,72,-
영업이자비용(수익) 순계,-,-,-,25
특별비용(수익),-28,196,41,46
기타 영업비용 총계,-,-,16,-
영업 이익,3039,2391,2009,1900
영업외이자수익(비용) 순계,-15,-14,-16,-12
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,3024,2377,1993,1888
소득세충당금,574,579,452,401
세후당기순이익,2450,1798,1541,1487
소액주주지분,-,-,-,-
관계회사 주식,4,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2454,1798,1541,1487
특별손익항목 총계,-,-,-,-23
순이익,2454,1798,1541,1464
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2454,1798,1541,1487
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2454,1798,1541,1464
희석된 가중 평균 주식,249.3,263,268.1,281.4
특별손익항목 제외 희석주당순이익,9.84,6.84,5.75,5.28
주당배당금 - 발행 보통주,2.65,2.15,1.95,1.69
희석 정상주당순이익,9.75,7.34,5.87,5.43
