마감 기준:,"2021
31/12","2021
01/01","2020
03/01","2018
28/12"
총매출,3659.1,3147.7,3264.3,3108.4
매출,3659.1,3147.7,3264.3,3108.4
기타 매출 총계,-,-,-,-
총매출원가,1624.4,1392.8,1483.4,1427.4
총 이익,2034.7,1754.9,1780.9,1681
총 영업비용,3098.1,2727.9,2888.4,2787.7
판매/일반/관리 비용 총계,875.9,767.9,834.8,829.6
연구 및 개발,536.6,475.9,469.7,446.1
감가상각/무형자산상각,50.9,65.5,73.7,76.4
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),10.3,25.8,26.8,8.2
기타 영업비용 총계,-,-,-,-
영업 이익,561,419.8,375.9,320.7
영업외이자수익(비용) 순계,-27.7,-38.2,-46.6,-44
자산처분이익(손실),-,-,-,-
기타비용 순계,41.3,13.4,15.5,1.3
세전당기순이익,574.6,395,344.8,278
소득세충당금,81.8,4.4,-169.7,-26.6
세후당기순이익,492.8,390.6,514.5,304.6
소액주주지분,-0.1,-0.7,-0.2,-0.5
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,492.7,389.9,514.3,304.1
특별손익항목 총계,-,-,-,-21.3
순이익,492.7,389.9,514.3,282.8
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,492.7,389.9,514.3,304.1
희석화에 따른 조정,-,-,-,1.01
희석 당기순이익,492.7,389.9,514.3,282.8
희석된 가중 평균 주식,254.3,252.3,252.9,253.4
특별손익항목 제외 희석주당순이익,1.94,1.55,2.03,1.2
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,2.19,1.85,2.26,1.34
