마감 기준:,"2022
28/02","2021
28/02","2020
29/02","2019
28/02"
총매출,8820.7,8614.9,8343.5,8116
매출,8820.7,8614.9,8343.5,8116
기타 매출 총계,-,-,-,-
총매출원가,4110.8,4111.5,4075.7,4035.7
총 이익,4709.9,4503.4,4267.8,4080.3
총 영업비용,6518.4,5836.6,6191.4,5705.5
판매/일반/관리 비용 총계,1708.3,1637.5,1574,1482.1
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,7.8,60.8
특별비용(수익),697,102.3,539.4,137
기타 영업비용 총계,2.3,-14.7,-5.5,-10.1
영업 이익,2302.3,2778.3,2152.1,2410.5
영업외이자수익(비용) 순계,-1991.9,-235.4,-3097.3,1734.5
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,310.4,2542.9,-945.2,4145
소득세충당금,309.4,511.1,-966.6,723.5
세후당기순이익,1,2031.8,21.4,3421.5
소액주주지분,-41.4,-33.8,-33.2,-23.2
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-40.4,1998,-11.8,3398.3
특별손익항목 총계,-,-,-,37.6
순이익,-40.4,1998,-11.8,3435.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-40.4,1998,-11.8,3398.3
희석화에 따른 조정,-,-,-,377.63
희석 당기순이익,-40.4,1998,-11.8,3435.9
희석된 가중 평균 주식,190.66,218.59,191.64,195.53
특별손익항목 제외 희석주당순이익,-0.21,9.14,-0.06,17.38
주당배당금 - 발행 보통주,3.04,3,3,2.96
희석 정상주당순이익,2.16,9.51,1.77,17.96
